"","Id","groupId","matchId","assists","boosts","damageDealt","DBNOs","headshotKills","heals","killPlace","killPoints","kills","killStreaks","longestKill","matchDuration","matchType","maxPlace","numGroups","rankPoints","revives","rideDistance","roadKills","swimDistance","teamKills","vehicleDestroys","walkDistance","weaponsAcquired","winPoints","winPlacePerc","top.10","Class"
"1895","4d38ea751abb6c","a496ff4fd6b05a","f56c7acf75d478",0,1,6.455,0,0,0,40,1000,0,0,0,1372,"solo",91,76,-1,0,1495,0,0,0,0,1066,4,1500,0.7667,"0","0"
"1896","3dc032093529a9","359a493cb8f55e","e526145c82a449",0,0,62.27,0,0,0,36,1099,1,1,12.32,1462,"solo",95,82,-1,0,0,0,0,0,0,364.6,3,1493,0.4362,"0","0"
"1897","3667b8bb52eb29","397b70f63206e6","384e211973595d",0,0,0,0,0,0,66,0,0,0,0,2193,"solo",97,91,1521,0,0,0,0,0,0,1035,2,0,0.3333,"0","0"
"1898","b1da8f75ced45b","b36310c84780a6","04e59132c7b2bc",0,0,100,0,0,0,24,0,1,1,2.339,1506,"solo",98,95,1534,0,0,0,0,0,0,1786,5,0,0.8247,"0","0"
"1899","3e2cb2a0b6b0ef","a9361fc58967e9","e1638e390f5d42",0,0,251.6,0,0,0,32,1470,1,1,10.04,1973,"solo",89,87,-1,0,0,0,0,0,0,1278,6,1553,0.2841,"0","0"
"1900","5e1ff163095fa0","cd235c48fb25c7","80b0b787b7f551",0,0,40.85,0,0,0,71,1044,0,0,0,1322,"solo",97,94,-1,0,0,0,0,0,0,159.9,2,1499,0.3021,"0","0"
"1901","f12edb4f288e26","2ade8c9a59dfdd","bdc2f817957383",0,1,0,0,0,0,62,0,0,0,0,1869,"solo",97,97,1472,0,0,0,0,0,0,499.9,4,0,0.4896,"0","0"
"1902","2a31aeadf11818","e7c8e2c5eb1131","04398558a66377",0,0,100,0,0,0,28,0,1,1,0,2184,"solo",97,90,1509,0,0,0,0,0,0,1905,7,0,0.6458,"0","0"
"1903","b7879c520bef35","447651b0bbb1b7","91711c6e5d6561",0,0,98.13,0,0,0,80,1279,0,0,0,1895,"solo",98,91,-1,0,0,0,0,0,0,263,1,1561,0.1753,"0","0"
"1904","85d70bb99d0ee7","9eb005adffa88c","5639b63f7b054c",0,0,148.1,0,1,0,30,1419,1,1,81.64,1469,"solo",93,93,-1,0,0,0,0,0,0,394.6,4,1488,0.587,"0","0"
"1905","bb7ab1533ea258","649f09040a4c01","1a91234bd27a14",0,0,346,0,0,0,3,0,0,0,0,1808,"solo",16,2,1500,0,0,0,0,0,0,0,9,0,0,"0","0"
"1906","4ea4d12a4d9db2","fe05ad17ffa364","7998a1632cf271",0,0,0,0,0,0,73,0,0,0,0,2190,"solo",93,91,1486,0,0,0,0,0,0,266.7,4,0,0.2609,"0","0"
"1907","38aab4db815060","caffc1445d9390","464d64e4a90583",0,0,20.4,0,0,0,73,1058,0,0,0,1434,"solo",95,91,-1,0,0,0,0,0,0,421.1,3,1440,0.2872,"0","0"
"1908","eb29d8db605807","65226bfba9c954","728cb2db097265",0,0,0,0,0,0,51,0,0,0,0,1385,"solo",95,92,1478,0,0,0,0,0,0,1032,5,0,0.6596,"0","0"
"1909","fbef494270a5df","9f623b189a0eb5","eb153d585f26bc",0,1,76.97,0,0,0,25,0,1,1,71.12,1520,"solo",98,96,1505,0,0,0,0,0,0,1658,5,0,0.8351,"0","0"
"1910","cbc8b53ea77b4c","5759536319406a","6fb84c88555fb3",0,0,0,0,0,0,54,1049,0,0,0,1387,"solo",80,72,-1,0,0,0,0,0,0,336,6,1506,0.3924,"0","0"
"1911","e9fceb67b72197","5e1fa8237cae85","96b8e56d358bf9",0,0,0,0,0,0,77,1125,0,0,0,1367,"solo",98,97,-1,0,0,0,0,0,0,36.03,2,1538,0.2165,"0","0"
"1912","5ab030aa949e34","13695c34040b0e","64c77208a02bff",0,0,178.5,0,0,0,20,1810,2,2,9.428,1891,"solo",97,93,0,0,0,0,0,0,0,128.8,5,1780,0.1667,"0","0"
"1913","c7681a9a3f976a","67cbab4c2a11fe","6c35a1176e15f1",0,2,71,0,0,11,24,0,1,1,4.07,1899,"solo",96,92,1479,0,273,0,0,0,0,3964,5,0,0.8316,"0","0"
"1914","e623f0624a516b","1a11945e2ca19b","3d7d085eebbafc",0,0,0,0,0,0,83,0,0,0,0,1919,"solo",98,95,1535,0,0,0,0,0,0,201.8,1,0,0.1649,"0","0"
"1915","534c44fcfcf893","e3e478f668154a","ad8e9f04cc9329",0,0,0,0,0,0,56,0,0,0,0,1968,"solo",95,92,1500,0,4720,0,16.45,0,0,1172,5,0,0.5745,"0","0"
"1916","6d4ef126e03957","2a7cfe1e60d67d","871d47daad2758",0,0,66.22,0,0,0,92,0,0,0,0,1366,"solo",97,96,1500,0,0,0,0,0,0,15.46,1,0,0.0417,"0","0"
"1917","6441354a8ea67e","e75312d7c74d65","17f047d370b5a9",0,0,52,0,0,0,85,0,0,0,0,1416,"solo",96,92,1457,0,0,0,0,0,0,82.78,3,0,0.1158,"0","0"
"1918","96f277122edaac","8c962824b8ad96","a521eacc09f367",0,0,60.17,0,0,0,70,0,0,0,0,2028,"solo",95,91,1529,0,858,0,0,0,0,1090,2,0,0.2872,"0","0"
"1919","b4e459e968114e","87ddb600c62f86","6bcf06d055b713",0,0,0,0,0,0,74,1164,0,0,0,1363,"solo",91,78,-1,0,0,0,0,0,0,15.3,1,1525,0.0667,"0","0"
"1920","f2c0b860b60849","b9d0beaf4ae379","513136f46031ac",0,1,0,0,0,0,71,1000,0,0,0,1377,"solo",93,82,-1,0,0,0,0,0,0,228.4,3,1500,0.1957,"0","0"
"1921","853b06c4a40c06","480bedc21d6c8e","3cdfa521483ec9",0,2,215.8,0,1,0,14,0,2,1,14.78,1883,"solo",98,97,1518,0,5204,0,0,0,0,1720,7,0,0.866,"0","0"
"1922","6d3a0750d700ce","fdcd0b8fb30cbb","49f17d1365953a",0,0,0,0,0,0,62,975,0,0,0,1432,"solo",95,90,-1,0,0,0,0,0,0,889.8,2,1466,0.5213,"0","0"
"1923","662a1218e72317","18f40a93de3b08","4b183850398d69",0,2,468.8,0,0,0,10,0,3,1,34.03,1975,"solo",94,93,1463,0,6609,0,0,0,0,970.1,10,0,0.7527,"0","0"
"1924","300114d2039e88","9160202d0fdd95","4b183850398d69",0,0,70.04,0,0,0,49,0,0,0,0,1975,"solo",94,93,1525,0,1241,0,0,0,0,1864,6,0,0.6882,"0","0"
"1925","896feda082404c","55680b94894b85","1d06303e5f7cf1",0,3,562.4,0,2,4,5,0,5,1,61.7,1830,"solo",100,98,1550,0,1305,0,0,0,0,1074,5,0,0.5253,"0","0"
"1926","11333011770af8","77f44531f77c99","b8a66d5e3bf78b",0,0,100,0,1,0,33,0,1,1,0.8296,1952,"solo",92,88,1697,0,0,0,0,0,0,189,4,0,0.2418,"0","0"
"1927","82eb316c5f747c","2dfa1b15998f54","52404c6d2dbe79",0,2,200,0,0,1,19,0,2,1,34.46,1397,"solo",98,97,1491,0,0,0,0,0,0,225.6,3,0,0.5258,"0","0"
"1928","85f4f15b7eea46","fd0046694f7f7f","abad33bdf424ff",0,1,169,0,0,1,35,1210,1,1,9.928,1433,"solo",94,80,-1,0,0,0,0,0,0,111.1,3,1500,0.4086,"0","0"
"1929","7a4cb3e8ab61a6","a6523e6f7e6c2a","11abaf30ae4948",0,0,100,0,0,0,40,1146,1,1,7.269,1796,"solo",98,92,-1,0,0,0,0,0,0,189.4,1,1515,0.3196,"0","0"
"1930","5c0b66299c6034","c234f1643c8b84","2cd986e04118d3",0,0,72,0,0,0,56,0,0,0,0,1485,"solo",94,90,1510,0,0,0,0,0,0,783,2,0,0.4946,"0","0"
"1931","992bbc1530b562","83bc8b7e836e83","f54e0a2444eb69",0,0,0,0,0,0,88,0,0,0,0,1433,"solo",96,95,1589,0,0,0,0,0,0,41.26,3,0,0.0947,"0","0"
"1932","6d98fc305265c7","dd8030b1f9d83f","14bbdd8f05e744",0,0,0,0,0,0,84,320,0,0,0,1218,"solo",92,80,-1,0,0,0,0,0,0,0,0,836,0,"0","0"
"1933","5550638e36188f","288efb2173bd01","c55218e1555260",0,0,0,0,0,0,18,0,0,0,0,1808,"solo",18,2,1500,0,0,0,0,0,0,0,0,0,0,"0","0"
"1934","37ed5532d824b6","e3655b1c0ca687","80879f1a4c15ac",0,1,357.6,0,1,7,9,1050,3,1,43.55,1393,"solo",97,94,-1,0,0,0,217.1,0,0,2143,3,1510,0.8646,"0","0"
"1935","6b2b9a59298e18","4948324a270ce1","50e10af5305dc6",0,0,89.02,0,0,0,62,0,0,0,0,1403,"solo",94,91,1547,0,0,0,0,0,0,308.2,1,0,0.3978,"0","0"
"1936","bf4bb54e2a0228","0bd555e2446d61","45b7ec59b8de58",0,3,238.7,0,1,1,15,0,2,1,112,1865,"solo",95,92,1581,0,7922,0,0,0,0,1778,3,0,0.6915,"0","0"
"1937","47dbbe98d1af92","22e37da064e353","b83357376449f4",0,0,0,0,0,0,61,0,0,0,0,1451,"solo",97,95,1526,0,0,0,0,0,0,1181,6,0,0.5729,"0","0"
"1938","eb25faa15afdce","4317812d8e684e","e2076365fa7b3b",0,1,237.7,0,0,4,41,0,1,1,5.58,2190,"solo",96,95,1476,0,0,0,0,0,0,133.4,3,0,0.2421,"0","0"
"1939","f9022ed76b516d","1287aedc17745a","8f46563c877601",0,0,0,0,0,0,91,995,0,0,0,1998,"solo",96,95,-1,0,0,0,0,0,0,23.56,1,1452,0.0526,"0","0"
"1940","15919175c3149e","8cfcec6c079f95","937d97ecfc4817",0,0,0,0,0,2,46,0,0,0,0,1497,"solo",92,89,1500,0,2900,0,0,0,0,1019,6,0,0.7802,"0","0"
"1941","8b9c783103963e","900d1695fa76bc","f8dc43e9e7cbc3",0,0,0,0,0,1,50,1104,0,0,0,1749,"solo",92,86,-1,0,1108,0,0,0,0,1905,4,1546,0.6264,"0","0"
"1942","917083428bc721","60ba72eaca79ff","d128d159fe2ab0",0,4,0,0,0,5,58,0,0,0,0,2002,"solo",95,89,1492,0,1669,0,0,0,0,992.1,5,0,0.5957,"0","0"
"1943","90e52f7c2613d6","f3b6cc94b911f9","95faea26f6cf11",0,0,118.4,0,1,1,32,1270,1,1,11.41,1375,"solo",97,95,0,0,738.2,0,0,0,0,625.3,5,1504,0.6042,"0","0"
"1944","f90f99387edee8","fbba8ec8895d09","d457ad5f13cfb4",0,0,0,0,0,0,82,1216,0,0,0,1914,"solo",92,90,-1,0,0,0,0,0,0,27.87,1,1552,0.1099,"0","0"
"1945","1be3bb117303d6","1d221774363c36","717b0583d4b4f0",0,0,0,0,0,0,84,0,0,0,0,1391,"solo",97,96,1497,0,0,0,0,0,0,66.86,1,0,0.1667,"0","0"
"1946","eca5b4741a52d7","06d78f7f642c5c","ab5aa78f5d8b71",0,0,0,0,0,0,52,0,0,0,0,1885,"solo",96,88,1490,0,22.65,0,0,0,0,1936,7,0,0.6316,"0","0"
"1947","7caac65ae7473b","725cc6744a8eba","20381575540738",0,0,263.3,0,0,0,22,1003,2,1,12.58,1944,"solo",98,91,-1,0,0,0,0,0,0,806.5,10,1472,0.3093,"0","0"
"1948","c14e857364628c","12f887d1be7b6b","c579314dbe7d4f",0,4,267.7,0,1,0,15,1173,2,1,28.46,1334,"solo",88,87,-1,0,0,0,0,0,0,1850,7,1523,0.7931,"0","0"
"1949","566dcc7ade8fbe","9a946e6ef6dd95","cfd4111088a269",0,8,100,0,0,0,39,1025,1,1,13.16,1440,"solo",96,95,-1,0,0,0,0,0,0,205,3,1500,0.4,"0","0"
"1950","d268db882ca22c","26969d5930794e","129002544cf9e0",0,0,0,0,0,0,88,0,0,0,0,1882,"solo",93,91,1504,0,0,0,0,0,0,70.17,1,0,0.0435,"0","0"
"1951","3c5ab68dbd155f","43141edc42e520","75b720f900e841",0,1,100,0,0,1,29,0,1,1,1.982,1861,"solo",94,91,1519,0,0,0,0,0,0,903.4,2,0,0.5054,"0","0"
"1952","e0abc8a152d41a","87f55adbc874c2","37eb29450021d5",0,0,0,0,0,0,75,0,0,0,0,1353,"solo",92,92,1521,0,0,0,0,0,0,55.71,2,0,0.1978,"0","0"
"1953","49c33fd5e10fac","03a0d88613a85e","2ee39bf378f0c1",0,0,0,0,0,0,90,0,0,0,0,1924,"solo",97,97,1493,0,0,0,0,0,0,40.64,4,0,0.0729,"0","0"
"1954","51641f35f004ab","57b040755311b5","b27f56be55a46f",0,0,190.2,0,0,0,70,0,0,0,0,1403,"solo",97,94,1546,0,0,0,0,0,0,105.3,1,0,0.2917,"0","0"
"1955","5c7ba6dd95d7de","a9d5f5315fcf68","5c6ce012ec9912",0,0,0,0,0,0,78,0,0,0,0,1365,"solo",97,94,1522,0,0,0,0,0,0,61.04,2,0,0.2083,"0","0"
"1956","cdfd255488e1f8","d959cd8174d5b7","5136044b81f39b",0,0,0,0,0,0,59,0,0,0,0,1299,"solo",95,94,1510,0,0,0,0,0,0,968.4,2,0,0.5426,"0","0"
"1957","00b93a9d1f8f46","d0656824ad33e3","1f797f7701413b",0,4,287.5,0,0,2,12,0,3,1,52.22,1899,"solo",94,89,1500,0,281.7,0,0,0,0,2292,7,0,0.6667,"0","0"
"1958","d1c5dc4be17595","27f7b620ce7cb3","cf8ff0529eeab5",0,0,0,0,0,0,59,0,0,0,0,1949,"solo",98,96,1465,0,1530,0,0,0,0,859.4,6,0,0.4948,"0","0"
"1959","868a878521b4b9","fe0bb243cdddbd","cf77b34e405c46",0,1,22.65,0,0,0,47,0,0,0,0,1382,"solo",92,92,1457,0,350.4,0,0,0,0,1366,4,0,0.7473,"0","0"
"1960","43a3972109ad42","6094b5936104c4","3939a51a664d1b",0,5,687.9,0,0,2,1,0,7,1,12.15,1462,"solo",97,96,1751,0,0,0,0,0,0,2079,6,0,0.875,"0","0"
"1961","df30d8a11f13bf","427dc3ce71a869","8b804126f496c0",0,0,0,0,0,0,94,1248,0,0,0,1444,"solo",99,97,-1,0,0,0,0,0,0,24.91,0,1474,0.0408,"0","0"
"1962","505855377e72d2","4cc06bea634ae8","f8b06e32000ee8",0,0,32.9,0,0,0,55,1198,0,0,0,1458,"solo",94,93,0,0,302.7,0,0,0,0,880,4,1424,0.5269,"0","0"
"1963","097cc6171fc8b8","15b38090f7e0be","ccfd767e5c2585",0,0,0,0,0,0,77,0,0,0,0,1472,"solo",94,89,1502,0,0,0,0,0,0,216,0,0,0.172,"0","0"
"1964","c2fe1677a2780e","de936e4cf2e29c","87cc3afccb0acd",0,0,103.2,0,0,0,76,1106,0,0,0,1327,"solo",99,99,-1,0,0,0,0,0,0,141.4,2,1541,0.2551,"0","0"
"1965","d0e165c7d55bb6","5a669c5bc7e62b","238db0761bcb25",0,4,203.9,0,1,1,7,1099,3,1,46.77,1233,"solo",91,79,-1,0,0,0,33.6,0,0,1237,4,1507,0.8333,"0","0"
"1966","897d608205fac9","5aaf5ee63042ef","9ecf6e4abb3e4b",0,2,75,0,0,2,29,0,1,1,50.79,1532,"solo",95,92,1499,0,0,0,0,0,0,1155,10,0,0.7234,"0","0"
"1967","17c42e35eb402a","bb4bf84d8a456b","8199bf73c4fd32",0,5,100,0,0,6,21,0,1,1,3.686,1891,"solo",96,91,1500,0,2087,0,0,0,0,3535,8,0,0.8842,"0","0"
"1968","c20c139d1c5523","0ee723d51a0024","6394b1865752d4",0,0,0,0,0,0,71,0,0,0,0,1915,"solo",96,92,1496,0,818.7,0,0,0,0,679.3,4,0,0.2842,"0","0"
"1969","f0566da3af6f0e","8d9ead4f642f12","84cce11c31de50",0,2,153.1,0,0,11,28,0,1,1,2.936,1816,"solo",94,89,1500,0,5355,0,0,0,1,1162,6,0,0.8387,"0","0"
"1970","b755312813d760","b40694fe2008ac","896f3369c36160",0,0,0,0,0,0,8,0,0,0,0,1803,"solo",17,2,1500,0,0,0,0,0,0,0,12,0,0,"0","0"
"1971","9cf5977784f488","403bbac4633a29","3a1979a7726eb2",0,0,24.53,0,0,0,78,0,0,0,0,1966,"solo",94,91,1474,0,0,0,0,0,0,306,5,0,0.1935,"0","0"
"1972","03bc59cae6bae2","c6f85b24add61b","ffc3f271fd52ae",0,5,594.1,0,1,4,3,1356,6,1,39.68,1845,"solo",96,95,-1,0,1243,0,0,0,0,2821,7,1516,0.8632,"0","0"
"1973","fdae84d4b8dde6","94babb9ec64fb2","51bc2dfec8c45c",0,0,0,0,0,0,89,0,0,0,0,1388,"solo",95,93,1463,0,0,0,0,0,0,0,0,0,0.0425,"0","0"
"1974","5c948b950b339b","b5d9b88bd8cd17","0cd9f33c002ef7",0,0,0,0,0,0,77,0,0,0,0,1507,"solo",96,95,1501,0,0,0,0,0,0,170.7,2,0,0.2211,"0","0"
"1975","17c646cbbdd9ed","ac990f0d262e7f","4287076544ee59",1,2,167.1,0,0,14,13,1197,2,1,4.728,1357,"solo",96,94,-1,0,2988,2,17.01,0,0,1063,4,1549,0.8316,"0","0"
"1976","54a2d750ef7928","def3f37c114860","58f08e41dba96a",0,5,100,0,1,9,22,0,1,1,54.07,1363,"solo",94,87,1535,0,0,0,0,0,0,3388,2,0,0.871,"0","0"
"1977","26aa9ced131f5c","e02c574bbfb7ff","575ad10722955e",0,0,0,0,0,0,92,0,0,0,0,1839,"solo",98,93,1556,0,0,0,0,0,0,25.26,0,0,0.0309,"0","0"
"1978","a31d50c9afa7d7","f28488e7cb81a6","caf0c73d00551b",0,0,43,0,0,0,77,991,0,0,0,2079,"solo",95,93,-1,0,189.3,0,0,0,0,391.6,4,1498,0.2021,"0","0"
"1979","76f4ac8f971c24","16989f8401afd3","7609133621de82",1,0,0.785,0,0,0,74,1030,0,0,0,1953,"solo",98,96,-1,0,293,0,0,0,0,435,3,1495,0.2474,"0","0"
"1980","8dfb3273da2b55","e0e163750eb9aa","f90b89c84254fa",0,4,0,0,0,2,41,0,0,0,0,2041,"solo",94,90,1556,0,1840,0,0,0,0,2606,5,0,0.7634,"0","0"
"1981","5b72f1843e1521","7ce5762dacc91b","f24a88de02430a",1,2,92.18,0,0,3,40,1000,0,0,0,1447,"solo",87,85,-1,0,0,0,174.7,0,0,2170,3,1500,0.814,"0","0"
"1982","80439ec80ad9cf","8443afcd7231ef","41b5e3170779d4",0,1,0,0,0,2,75,0,0,0,0,1960,"solo",93,91,1519,0,0,0,0,0,0,171.6,4,0,0.2283,"0","0"
"1983","311f4ecb3ba3e6","72fdc563ae7c63","c207bdc17c4d1c",0,1,24.51,0,0,0,63,999,0,0,0,1379,"solo",96,92,-1,0,0,0,0,0,0,367.2,3,1498,0.4421,"0","0"
"1984","2c218c0f74cd62","ebfa69d605fb47","098351277f589d",0,1,12.69,0,0,0,78,0,0,0,0,2193,"solo",96,91,1490,0,0,0,0,0,0,252.1,3,0,0.2105,"0","0"
"1985","179d39121206c9","3a09f3d7eaa7f3","b27f56be55a46f",0,0,0,0,0,0,49,0,0,0,0,1403,"solo",97,94,1500,0,0,0,0,0,0,1123,2,0,0.6771,"0","0"
"1986","4848bcf6ab424f","62f71df7e22f4e","5796e7c293e56a",0,2,195.1,0,0,16,16,0,2,1,16.59,1894,"solo",97,92,1501,0,1316,0,0,0,0,2758,4,0,0.8333,"0","0"
"1987","41c29252e2f867","af4c8c240c5c79","7520da342b04b6",0,0,22.05,0,0,0,67,1208,0,0,0,1456,"solo",100,95,-1,0,0,0,0,0,0,294.7,1,1486,0.3737,"0","0"
"1988","1ea9648eb7e60b","165a2c787aa0d8","eabfd7fc59a0e9",0,0,42.09,0,0,0,76,0,0,0,0,1912,"solo",94,89,1543,0,0,0,0,0,0,227.8,3,0,0.2043,"0","0"
"1989","b79729a4d767ca","e46d730db5686b","0d20c4cb888793",0,1,0,0,0,1,46,0,0,0,0,1931,"solo",97,90,1569,0,8785,0,0,0,0,1077,1,0,0.7604,"0","0"
"1990","8867b286bb54cb","a7b238c070e063","305caf20232a2f",0,3,489,0,2,9,2,0,5,1,64.51,1984,"solo",97,93,1598,0,3504,0,0,0,0,1534,5,0,0.875,"0","0"
"1991","a6bc7bcc6322bf","c38cd5ff33b56f","9f263d5901c85e",0,2,125.6,0,0,3,29,1000,1,1,12.57,1957,"solo",97,93,-1,0,3005,0,0,0,0,1662,4,1500,0.6979,"0","0"
"1992","05bb941a37e1a6","bf2785778bd71a","da4f6a9213cb7b",0,0,55.69,0,0,0,70,974,0,0,0,1361,"solo",97,94,-1,0,0,0,0,0,0,164.8,2,1282,0.3438,"0","0"
"1993","9cc68d0f1e5a51","e5880fd7bc04a9","37cf22bd9ddbd3",0,3,75,0,0,3,22,0,1,1,161.6,1897,"solo",91,86,1500,0,0,0,0,0,0,2679,3,0,0.8333,"0","0"
"1994","7c6c71543746b3","9c3966f500e605","aea9af5ba8b4d9",0,1,252.1,0,0,0,11,0,2,1,69.61,1407,"solo",94,91,1500,0,0,0,0,0,0,1020,5,0,0.8925,"0","0"
"1995","411759912f1678","0898e24e48e6cd","a671e86cdf2449",1,0,69.6,0,0,0,95,0,0,0,0,1951,"solo",99,99,1701,0,83.22,0,0,0,0,46.15,1,0,0.051,"0","0"
"1996","0eedfd19853dde","0068911c5a21d9","62536b14804a38",0,0,43.84,0,0,0,37,1000,1,1,2.79,1965,"solo",98,95,-1,0,0.0054,0,36.77,0,0,3507,4,1500,0.4433,"0","0"
"1997","6bf67beafc8136","6967ae85c83b84","64140adca1b00e",0,0,0,0,0,0,91,0,0,0,0,1497,"solo",92,89,1732,0,0,0,0,0,0,0,0,0,0,"0","0"
"1998","4ec31a37ccc2c8","9cc3cfc0b9fd21","e0cb08430f9604",0,0,42.57,0,0,0,51,987,0,0,0,1369,"solo",79,72,-1,0,0,0,0,0,0,140.5,3,1489,0.3974,"0","0"
"1999","e042ec9ce2b862","06a1e05a58f25b","4f0e008b0f1bcb",0,0,0,0,0,0,64,0,0,0,0,1954,"solo",95,94,1500,0,0.0327,0,74.98,0,0,1172,4,0,0.4362,"0","0"
"2000","a8ec6db12f3367","306be9ada5dbb5","a316e8a44f8fcf",0,0,0,0,0,0,57,1018,0,0,0,1378,"solo",94,89,-1,0,0,0,0,0,0,358.1,5,1448,0.4731,"0","0"
"2001","33e356ffaaaa7a","4ced04734a8f06","a9f57815b30043",0,0,0,0,0,0,79,1335,0,0,0,1437,"solo",91,85,-1,0,0,0,0,0,0,12.88,1,1475,0.1111,"0","0"
"2002","cfdd22b3be4d22","59ed1c573e6597","407ebf7141500f",0,0,0,0,0,0,99,0,0,0,0,1486,"solo",99,96,1467,0,0,0,0,0,0,0,1,0,0,"0","0"
"2003","209728835a68c1","5f3933880ec511","68318dc5d54c0f",0,0,424.1,0,0,0,10,0,3,1,42.61,1469,"solo",95,92,1516,0,0,0,0,0,0,470.5,3,0,0.5851,"0","0"
"2004","898d0fa79ba476","a17383b8e26d3d","96c7291e4c475a",0,0,0,0,0,0,14,0,0,0,0,1808,"solo",16,2,1500,0,0,0,0,0,0,0,1,0,0,"0","0"
"2005","58f48bbfcb7120","8596f1ace0a0e6","278f9c9cdc08b1",0,0,19.8,0,0,0,5,0,0,0,0,1808,"solo",17,2,1500,0,0,0,0,0,0,0,5,0,0,"0","0"
"2006","5a369409d2e682","24b99c3405d2da","89ee15599f5b88",1,0,95.72,0,0,0,58,1398,0,0,0,1395,"solo",100,97,-1,0,0,0,5.278,0,0,398.7,2,1548,0.6263,"0","0"
"2007","00c8af9e25fc71","18dc5efcfbd3a5","bfccecf5202cc8",0,0,12.46,0,0,0,81,1000,0,0,0,1964,"solo",98,92,-1,0,319.8,0,0,0,0,202.7,3,1500,0.1856,"0","0"
"2008","873e6d08e3476b","e5680c818a1f9b","cb1d78d799b5ee",0,0,0,0,0,0,82,0,0,0,0,1777,"solo",96,93,1500,0,0,0,0,1,0,331.4,4,0,0.1263,"0","0"
"2009","951a70be9b0208","cf46872bbfffd0","f88ae25bcab999",0,0,30.24,0,0,0,88,0,0,0,0,1889,"solo",92,87,1484,0,0,0,0,0,0,32.07,0,0,0.022,"0","0"
"2010","300acbfcb5a656","df73d9aa38a0fe","8c819742588911",0,0,53.23,0,0,0,54,0,0,0,0,1824,"solo",94,92,1505,0,0,0,0,0,0,1447,5,0,0.5806,"0","0"
"2011","99b33657ed4216","774cfaac7d46e2","1a58215f217d2c",0,0,172.3,0,0,0,27,1650,1,1,1.673,1471,"solo",96,93,-1,0,0,0,0,0,0,340,3,1731,0.6,"0","0"
"2012","8dd51d808b099f","bef7b6f821823a","f371e15a76e172",0,1,0,0,0,1,80,0,0,0,0,1855,"solo",95,87,1520,0,0,0,0,0,0,150.1,3,0,0.1489,"0","0"
"2013","03da33491c4f54","be7d75fdaab5f6","775f1c7fd09113",0,0,0,0,0,0,77,0,0,0,0,1416,"solo",94,92,1580,0,0,0,0,0,0,12.01,2,0,0.1828,"0","0"
"2014","19ee749258b432","d428bd699f8080","686b159a5d9e0d",0,1,0,0,0,4,67,1062,0,0,0,1792,"solo",97,93,-1,0,1330,0,0,0,0,1304,4,1482,0.3438,"0","0"
"2015","4e2fc1fd89d4fb","edaf04422fbbaf","1cf24c6b4a1d65",0,0,0,0,0,0,85,0,0,0,0,1391,"solo",97,96,1479,0,0,0,0,0,0,31.76,2,0,0.1354,"0","0"
"2016","002cd4d25ce82e","9ffdfd203bc46c","38a1279dcc5b23",0,0,0,0,0,0,13,0,0,0,0,1808,"solo",19,2,1500,0,0,0,0,0,0,0,5,0,0,"0","0"
"2017","17c3bfa2737076","7f7a333b711d0a","4085af9bd6a5f1",0,0,0,0,0,0,43,1000,0,0,0,1836,"solo",87,75,-1,0,3959,0,0,0,0,887.3,4,1500,0.6628,"0","0"
"2018","cdefefc28b7066","d5f8630ce33dba","25a7ccc078a53a",0,0,0,0,0,0,92,0,0,0,0,1959,"solo",95,90,1711,0,0,0,0,0,0,0,0,0,0,"0","0"
"2019","343fa16c8f094d","ebda7955cf6b0b","96b084b7408368",1,5,113.8,0,0,11,30,1304,1,1,2.143,2010,"solo",99,95,-1,0,6611,0,0,0,0,1140,10,1710,0.8061,"0","0"
"2020","f07a9741b00f69","65e3ae2866cb26","2d00c4652e47fb",0,0,0,0,0,0,47,1042,0,0,0,2002,"solo",97,94,-1,0,0,0,0,0,0,1630,4,1513,0.7083,"0","0"
"2021","aab0718fa6fca2","fb69523312cc55","391eec3fb5cf11",0,0,0,0,0,0,83,0,0,0,0,1972,"solo",94,92,1477,0,0,0,0,0,0,121.3,3,0,0.129,"0","0"
"2022","c21c7b685662df","8bd0472492f65c","996feb26fad989",0,2,0,0,0,0,51,1000,0,0,0,1411,"solo",97,94,-1,0,0,0,0,0,0,1241,8,1500,0.7083,"0","0"
"2023","33e2e5769c1757","2246f8c7d1af7c","31b07d5b50827a",1,0,198.3,0,0,1,22,0,1,1,2.392,1368,"solo",97,94,1523,0,0,0,42.22,0,0,2656,3,0,0.8333,"0","0"
"2024","abfc85da5f7251","a15d59ed1d159a","d68974a8a62adc",0,5,124.3,0,0,1,23,0,1,1,11.64,1894,"solo",95,91,1536,0,1489,0,0,0,0,2355,5,0,0.8191,"0","0"
"2025","d6353e5ecd474b","680b5784c46b3a","31c704eb0ce217",0,0,0,0,0,0,70,0,0,0,0,1947,"solo",94,92,1484,0,0,0,0,0,0,948.6,4,0,0.3118,"0","0"
"2026","397c5349533cf3","e16d5751c10f88","273d88ec41be6b",0,2,0,0,0,2,52,0,0,0,0,1451,"solo",94,93,1508,0,5920,0,75.31,0,0,1440,4,0,0.7527,"0","0"
"2027","835b6e8d6132fa","192419d5c850b2","bca2880f8011fc",0,0,53.32,0,0,0,90,0,0,0,0,1986,"solo",97,93,1495,0,0,0,0,0,0,36.32,1,0,0.0521,"0","0"
