"Id","groupId","matchId","assists","boosts","damageDealt","DBNOs","headshotKills","heals","killPlace","killPoints","kills","killStreaks","longestKill","matchDuration","matchType","maxPlace","numGroups","rankPoints","revives","rideDistance","roadKills","swimDistance","teamKills","vehicleDestroys","walkDistance","weaponsAcquired","winPoints","winPlacePerc","top.10"
"347d19c1bdcdc7","d0135595df9f3e","50e10af5305dc6",0,1,147.9,0,1,1,34,0,1,1,77.48,1403,"solo",94,91,1506,0,0,0,0,0,0,701.4,4,0,0.6344,"0"
"7030959672f21b","2525628261648d","75b720f900e841",0,0,0,0,0,0,39,0,0,0,0,1861,"solo",94,91,1510,0,0,0,124.7,0,0,3680,8,0,0.871,"0"
"d442a81458fcd1","231cffcd8fa0ba","ac49da425da3d9",0,0,0,0,0,0,47,0,0,0,0,1843,"solo",99,95,1500,0,0,0,0,0,0,325.8,0,0,0.7959,"0"
"ed3f7bb55915ef","509f670f704040","285b4d3af91bf0",0,0,0,0,0,0,66,1009,0,0,0,1883,"solo",95,91,-1,0,0,0,0,0,0,1422,2,1507,0.3617,"0"
"807ae66a8c399c","472c7618b611b8","dcc6bc89982290",0,2,0,0,0,1,44,1061,0,0,0,1507,"solo",82,73,-1,0,0,0,0,0,0,1441,8,1508,0.6173,"0"
"e0698747212f49","6ee826358b048e","fb38546bd88fce",0,0,0,0,0,0,88,0,0,0,0,1447,"solo",97,95,1505,0,0,0,0,0,0,27.06,1,0,0.1042,"0"
"481e9060f78d8f","bbc382216b858f","1ed50ab8f641e4",0,2,435.5,0,1,3,7,0,4,1,81.11,1864,"solo",99,98,1451,0,1332,0,0,0,0,758.2,7,0,0.8571,"0"
"03f93301320b00","e472714bae2a1a","b5be71a50d219a",0,3,797.2,0,3,1,3,1034,6,1,600.6,1882,"solo",71,67,-1,0,1872,0,0,0,0,3319,4,1505,0.8286,"0"
"0628a5f0332791","80d59357110abe","451adc664aa38b",0,4,303.2,0,1,10,9,0,3,1,59.72,1445,"solo",89,88,1511,0,0,0,0,0,0,1761,7,0,0.7727,"0"
"61d3938e2e2b1b","9f9c9e385814f5","b8ab7ca922e202",0,11,94.27,0,0,0,45,0,0,0,0,1526,"solo",96,94,1545,0,0,0,0,0,0,2060,4,0,0.8526,"0"
"b2bd662b48cbfc","e1d9b849d9d3f3","2079818c5cac94",0,0,0,0,0,0,50,0,0,0,0,1842,"solo",99,96,1500,0,859,0,0,0,0,2357,5,0,0.7857,"0"
"86ec86f133f424","e3759b25e1959f","a2d711d7771d8d",0,0,78.36,0,0,0,86,1000,0,0,0,1923,"solo",90,88,-1,0,0,0,0,0,0,104.3,1,1500,0.0449,"0"
"de97e8e6a1917e","573ead970cc238","f2327fe32111a1",0,0,0,0,0,0,60,0,0,0,0,1886,"solo",96,93,1497,0,0,0,0,0,0,315,5,0,0.4632,"0"
"801a587a0a23de","b5c15908825936","fc10cce17655d5",0,0,0,0,0,0,71,1021,0,0,0,1389,"solo",100,98,-1,0,0,0,0,0,0,143.7,3,1499,0.3333,"0"
"e5003af6ce7e8a","e8a0a7e3408def","3d99e6dc84792b",0,0,0,0,0,0,14,0,0,0,0,1807,"solo",14,2,1500,0,0,0,0,0,0,0,0,0,0,"0"
"424c010d96bcf0","fcb7943a0b73a3","3c294c8d011570",0,0,200,0,1,0,19,0,2,1,26.96,1412,"solo",91,89,1481,0,0,0,0,0,0,173.3,5,0,0.2333,"0"
"cb3eca5ecdfabe","88e48ba0cb8df3","61bc7824f23aba",0,1,140.9,0,1,1,22,988,1,1,35.04,2027,"solo",96,94,-1,0,0,0,0,0,0,2991,10,1489,0.7789,"0"
"9c31505063f5d6","616f8be2475a02","23d93d396e14c9",0,0,30.17,0,0,0,29,1026,1,1,2.433,1898,"solo",94,90,-1,0,0,0,0,0,0,1066,7,1495,0.6129,"0"
"26b15a68f99357","d3be997c6c7146","29b579c1832775",0,1,106.4,0,0,0,49,0,0,0,0,1446,"solo",95,92,1630,0,0,0,0,0,0,1124,4,0,0.8298,"0"
"ae6d5a9e5bd277","eb54df77991e84","098351277f589d",0,1,0,0,0,1,46,0,0,0,0,2193,"solo",96,91,1579,0,2032,0,0,0,0,3427,4,0,0.8526,"0"
"932e4f4a2755a5","8d4f16fdcbc0fc","4e0c8d60880886",0,1,0,0,0,1,58,999,0,0,0,1525,"solo",99,97,-1,0,0,0,0,0,0,1434,2,1490,0.5918,"0"
"2e74eb2d5288fa","9698de721fdb2b","eafbba7fd95c90",0,3,247.4,0,0,1,24,0,2,1,46.02,1950,"solo",95,92,1505,0,0,0,177.4,0,0,2280,8,0,0.5957,"0"
"0a292709c82564","5ef46d1710c43c","4322018e9619db",0,0,26.46,0,0,0,72,1052,0,0,0,1386,"solo",88,85,-1,0,0,0,0,0,0,238.7,2,1489,0.1609,"0"
"b3f1e552dea19c","19b6c7e9d7c3ee","b491b4033693ff",0,0,0,0,0,0,88,991,0,0,0,1874,"solo",96,91,-1,0,0,0,0,0,0,37.86,1,1447,0.0947,"0"
"0971b54259bd8a","1b3eb06386a6b9","b8ab7ca922e202",0,0,49,0,0,0,82,0,0,0,0,1526,"solo",96,94,1515,0,0,0,0,0,0,50.16,1,0,0.1474,"0"
"681ecccc9fd9a3","3264857b944905","525448f98985a4",0,0,32.97,0,0,0,98,1606,0,0,0,2183,"solo",98,96,-1,0,0,0,0,0,0,19.27,1,1504,0,"0"
"242e2f39323879","b5df91fc50792c","cae8f5fab2e88e",0,4,200,0,1,0,13,1222,2,1,80.86,1348,"solo",97,97,-1,0,0,0,0,0,0,1476,8,1503,0.6979,"0"
"ea80c446a59812","d35f6e057d9b8e","b529a0e732b780",0,0,0,0,0,0,65,0,0,0,0,1893,"solo",99,91,1514,0,946.3,0,0,0,0,588.3,7,0,0.4184,"0"
"c54ae5cc2cc297","2772b46413886e","5af567e20a7df4",0,0,100,0,0,0,35,1053,1,1,2.233,1707,"solo",96,89,-1,0,0,0,0,0,0,146.5,4,1516,0.2737,"0"
"1e9aa4edff41b8","2f33609aca133d","2a9092e49c41f4",0,0,100,0,0,0,33,1391,1,1,41.71,1440,"solo",88,87,-1,0,0,0,0,0,0,1803,4,1602,0.5632,"0"
"636e1df5218675","633fd5c75fb989","f6cbf85ef3e181",0,2,0,0,0,0,73,1105,0,0,0,1921,"solo",91,88,-1,0,0,0,0,0,0,148.1,2,1519,0.2333,"0"
"e24ecdc2fea67b","3ee188b27ad241","59b277eceed56a",0,0,59.78,0,0,0,61,1146,0,0,0,1892,"solo",74,70,-1,0,0,0,0,0,0,133,3,1440,0.2055,"0"
"003faf143ce5f4","bba0494bc16cbe","6fc8554056388d",0,0,0,0,0,0,69,0,0,0,0,2001,"solo",94,92,1528,0,0,0,0,0,0,257.4,4,0,0.3333,"0"
"60ef88eb367830","8093721f1479a2","e4cb4224e22b4b",0,3,0,0,0,23,42,0,0,0,0,2020,"solo",96,92,1460,0,0,0,0,0,0,5070,6,0,0.8947,"0"
"33a916d96f26c7","5d982c5131459e","c94cd5930d35dc",0,1,156.8,0,0,0,29,1129,1,1,12.15,1379,"solo",88,79,-1,0,0,0,0,0,0,892.1,4,1515,0.6552,"0"
"c51707614e4089","16adc74183b5e3","7070587be56419",0,0,187.2,0,0,1,18,0,2,1,10.35,1658,"solo",96,77,1500,0,0,0,0,0,0,1387,4,0,0.4632,"0"
"671a1e886fb909","71ebd6e0c8a552","77f1514a294dd3",0,0,0,0,0,0,97,0,0,0,0,1543,"solo",98,96,1482,0,0,0,0,0,0,12.34,1,0,0.0103,"0"
"8f7b4b3823f8a0","a688b653901c41","85601fe44d519b",0,5,353.8,0,0,4,9,1031,3,1,4.97,1945,"solo",99,95,-1,0,4165,0,0,1,0,1434,4,1508,0.7653,"0"
"cfe50fa237ca61","966b6a832877f6","9f263d5901c85e",0,0,58.84,0,0,0,40,991,1,1,6.232,1957,"solo",97,93,-1,0,0,0,0,0,0,604.9,4,1496,0.3333,"0"
"eb8689df1eeb52","ab1531b29b4f0c","37eb29450021d5",0,0,97.02,0,0,0,52,0,0,0,0,1353,"solo",92,92,1603,0,0,0,152.9,0,0,736.2,3,0,0.6154,"0"
"d47c777155c5ec","294ec33e2336ab","ad1bbfc911d24c",0,0,70.56,0,0,0,70,0,0,0,0,1507,"solo",96,94,1490,0,0,0,0,0,0,65.33,2,0,0.3263,"0"
"ef224eba69bb69","330a5ceb4b9d9b","273d88ec41be6b",0,0,0,0,0,0,75,0,0,0,0,1451,"solo",94,93,1505,0,0,0,0,0,0,113.4,2,0,0.2366,"0"
"088aea3217e4ad","05d774d0c17424","99219d25f61613",0,0,38.06,0,0,0,75,0,0,0,0,1378,"solo",95,93,1517,0,0,0,0,0,0,142.8,2,0,0.2553,"0"
"fba57af4b49156","2d98da820937bf","d290d6472e7eec",0,0,28.59,0,0,0,53,0,0,0,0,1847,"solo",96,90,1532,0,0,0,0,0,0,1008,6,0,0.5684,"0"
"98c62a8a6e00c8","4d2b4d2498d491","60def2a637c297",0,0,100,0,0,0,20,1149,1,1,6.651,1526,"solo",63,50,-1,0,0,0,0,0,0,342.2,4,1499,0.4677,"0"
"209501267786a1","ca81045dde0bc4","8e2e012b527600",0,0,0,0,0,0,79,1036,0,0,0,1979,"solo",86,81,-1,0,0,0,0,0,0,0,0,1547,0.0588,"0"
"e7846e246f9058","3164f61e7ae2de","9f54545f4410c1",0,2,665.7,0,3,1,2,0,6,1,222,1892,"solo",96,90,1541,0,2652,0,0,0,0,1859,9,0,0.8842,"0"
"a923c7ec04f18b","ed06c71417b214","0c4cbfd5b609e6",0,0,0,0,0,0,93,1000,0,0,0,1417,"solo",99,98,-1,0,0,0,0,0,0,21.74,0,1500,0.0714,"0"
"2982572628c439","4c93ac2820fb10","4a4c24beaad3bd",0,0,0,0,0,0,55,0,0,0,0,1307,"solo",97,95,1472,0,0,0,0,0,0,1047,7,0,0.5833,"0"
"fefa2d6d9734cc","94798f8b6effd8","7250b06a098431",0,0,23.22,0,0,0,87,0,0,0,0,1447,"solo",97,93,1500,0,0,0,0,0,0,27.22,1,0,0.1146,"0"
"9a431bcd5ba7a0","8d6ac27cc29d8b","4afae5dbc6b0ef",0,0,188.8,0,0,1,43,0,1,1,4.634,1437,"solo",94,92,1581,0,0,0,0,0,0,70.63,2,0,0.1505,"0"
"dff55e00a26eb0","32541ccf01afb1","761fb09bb58d0c",0,0,0,0,0,0,79,0,0,0,0,1950,"solo",97,92,1500,0,0,0,0,0,0,70.3,1,0,0.1771,"0"
"00d54b406270fa","0e1f165bb15223","acdb3117ea4956",0,0,33.51,0,0,0,48,0,0,0,0,1444,"solo",94,92,1500,0,0,0,0,0,0,2690,5,0,0.7204,"0"
"4d062acbdce04f","3bf2a90c7a41f0","f44dd7e16100fe",0,0,0,0,0,0,83,0,0,0,0,1967,"solo",92,84,1488,0,0,0,0,0,0,49.97,1,0,0.0879,"0"
"cae12ab18e7373","382e97cf1eda25","bffcc6f2fcf6b9",0,2,275,0,0,0,8,1308,3,1,38.49,1412,"solo",96,95,-1,0,0,0,0,0,0,613.1,5,1487,0.5158,"0"
"1383540b84e72d","207ec2ceaf4307","9a7b7aaa28ab89",0,0,135.9,0,0,1,68,0,0,0,0,1469,"solo",100,99,1588,0,0,0,0,0,0,240.1,3,0,0.3939,"0"
"b66104385642d8","8ce7ce3cd637a0","df3223d5b94550",0,0,0,0,0,0,65,198,0,0,0,1775,"solo",71,60,-1,0,0,0,0,0,0,0,0,523,0,"0"
"4e3dfbee7628d0","a3b632c05f0a38","c88eed3eaba0ad",0,1,0,0,0,0,45,0,0,0,0,1427,"solo",94,93,1474,0,0,0,0,0,0,1693,4,0,0.7204,"0"
"86e4d2461e3fc3","9ff8cfbc85c7ee","9339d92152d8b0",0,0,49.02,0,0,0,61,0,0,0,0,1919,"solo",99,93,1520,0,520.9,0,0,0,0,653.4,7,0,0.398,"0"
"1aae266b72d31a","d681207dd7c3ea","b491b4033693ff",0,1,200,0,0,0,20,1000,2,1,49.63,1874,"solo",96,91,-1,0,0,0,0,0,0,888.6,4,1500,0.5053,"0"
"81055cf25def93","e371b0570417f4","239d539a768476",0,1,100,0,0,5,39,0,1,1,8.495,1891,"solo",95,92,1536,0,0,0,0,0,0,1104,6,0,0.4574,"0"
"82e425f4229da5","6ca72d98f76e87","09e037a7eff6de",0,0,0,0,0,0,84,0,0,0,0,1446,"solo",92,91,1476,0,0,0,0,0,0,18.21,1,0,0.0879,"0"
"83a965492fa18b","283d1dd57c181e","e3b0792903d39a",0,0,0,0,0,0,88,1063,0,0,0,1828,"solo",97,93,-1,0,0,0,0,0,0,156.2,0,1498,0.1042,"0"
"59108f736277e8","dce1420d2735e9","e47440841e2a52",0,0,100,0,0,0,40,0,1,1,13.75,1989,"solo",98,98,1565,0,1535,0,0,0,0,666.5,6,0,0.4021,"0"
"d17a4527ab765c","c810eae7c6c7dd","5820bf4ce9eed8",1,1,80.35,0,0,4,40,1143,1,1,51.88,1981,"solo",93,91,0,0,1594,0,0,0,0,537.5,5,1510,0.3478,"0"
"1d86ef6be390b6","30bb9a65604369","0e78272ffca84b",0,0,19.8,0,0,0,63,1013,0,0,0,1385,"solo",87,77,-1,0,0,0,0,0,0,67.92,0,1480,0.2093,"0"
"9ac6a86859f67d","2112179c58bd06","797b04b6df04de",0,0,91.18,0,1,0,38,0,1,1,2.088,1448,"solo",96,92,1504,0,0,0,0,0,0,337.1,5,0,0.3474,"0"
"8131b88956acd4","51c6db9f209f36","3a6fb775df75f4",0,2,371.1,0,2,3,9,0,3,1,195.8,1903,"solo",98,95,1524,0,2108,0,0,0,0,1812,8,0,0.6804,"0"
"60520b6425cf15","e364ea22773a15","cb1d78d799b5ee",0,4,0,0,0,0,42,0,0,0,0,1777,"solo",96,93,1525,0,1199,0,0,0,0,1732,4,0,0.8737,"0"
"1747a920f2e658","442f6f7b00ac78","b33f39eebe5247",0,0,85.63,0,0,0,75,0,0,0,0,1934,"solo",97,89,1563,0,0,0,0,0,0,323.1,3,0,0.1979,"0"
"f81e0b057af6c0","8222eaf27b5fb2","7c42b2f7f0cf00",0,0,100,0,0,0,41,1061,1,1,11.11,1942,"solo",94,91,-1,0,0,0,0,0,0,797.7,3,1511,0.2366,"0"
"037caf0c0c045a","e6ae71ef3d69d1","9cfec487d9dad1",0,0,0,0,0,0,85,1035,0,0,0,1548,"solo",97,96,-1,0,0,0,0,0,0,60.72,2,1505,0.125,"0"
"7bb2d8f646f8aa","121a3f71c49f76","ec86d9db1513a9",0,1,181,0,0,0,21,0,2,1,6.354,1522,"solo",96,95,1497,0,0,0,0,0,0,589,3,0,0.5789,"0"
"f9a8079369cb5e","0261f212212387","525448f98985a4",1,2,212.3,0,0,1,27,1024,1,1,2.636,2183,"solo",98,96,-1,0,7208,0,11.1,0,0,1538,6,1510,0.7938,"0"
"76c958e17ecb32","d271341256d82f","02d59c10158e8f",0,2,151.4,0,0,1,29,0,1,1,8.553,1398,"solo",91,89,1557,0,0,0,0,0,0,1436,5,0,0.7889,"0"
"8526396c20e4f9","d9ac011bdc6902","c21de7f0202f76",0,1,5.997,0,0,0,43,1017,0,0,0,1364,"solo",84,75,-1,0,1910,0,44.04,0,0,1352,3,1483,0.8916,"0"
"2d8a2dc728e57d","dfd1c05f508efd","cb94ef96f9300d",0,0,100,0,1,1,32,0,1,1,0.5684,1374,"solo",94,93,1500,0,0,0,0,0,0,1011,5,0,0.6989,"0"
"6a396e22ac030c","b1e11312200eae","04398558a66377",0,0,58.61,0,0,0,68,0,0,0,0,2184,"solo",97,90,1516,0,0,0,0,0,0,910.8,4,0,0.3021,"0"
"9cb160c75069cd","5a8475afb1ccda","4503e8cfcc256c",0,4,86.4,0,0,2,21,0,1,1,19.67,1521,"solo",91,89,1550,0,1815,0,0,0,0,1068,2,0,0.8222,"0"
"d088ad0af23aa8","ec897798486a90","f02d1c94c206fb",0,3,253.3,0,0,2,10,0,3,1,81.32,1833,"solo",97,95,1525,0,0,0,0,0,0,885.8,7,0,0.7188,"0"
"fcfa658d011b67","8f0f72c2e2eaee","a671e86cdf2449",0,3,117.5,0,1,8,17,0,2,1,69.83,1951,"solo",99,99,1592,0,3924,0,0,1,0,1176,4,0,0.7041,"0"
"67dc381ac19514","2c83baa04b8a17","68d0cc7f8941ce",0,1,314.6,0,0,1,27,1027,1,1,14.38,1996,"solo",93,91,0,0,0,0,0,0,0,2671,6,1490,0.7391,"0"
"fb28e2b2067215","150b10661bac11","25b7adbee43ec4",0,3,353.7,0,1,6,10,0,3,1,125.7,1962,"solo",97,94,1528,0,216.3,0,0,0,0,1214,8,0,0.4896,"0"
"74067205adb82b","c9c9a505a37d65","9856ae2d31ea94",0,0,0,0,0,0,70,1159,0,0,0,1440,"solo",98,95,-1,0,0,0,0,0,0,235.8,2,1438,0.3196,"0"
"cd4f465047c032","b0ab9f23bcb2d5","d11df5abde1f9b",0,0,0,0,0,0,78,0,0,0,0,1467,"solo",94,89,1500,0,0,0,0,0,0,172.9,1,0,0.1828,"0"
"713bed90ef2005","2dc5086182cc83","14c2e951e9949c",0,0,0,0,0,0,53,0,0,0,0,1764,"solo",96,92,1531,0,1696,0,140.4,0,0,1605,0,0,0.6316,"0"
"c724d296ef44b3","6e590bfcf7bb88","f5bd8c9b53b3bd",0,0,19.35,0,0,0,84,0,0,0,0,1372,"solo",99,98,1473,0,0,0,0,0,0,91.34,1,0,0.1939,"0"
"cebb1519d3b4fa","ff724fd78dbbea","0e0fa5bfb28abc",0,3,0,0,0,0,53,0,0,0,0,1425,"solo",98,96,1500,0,0,0,0,0,0,1046,6,0,0.701,"0"
"86ad72817c5d0c","d7e58c824f671b","6fa565c8dcb814",1,5,206.9,0,1,8,16,1118,2,1,5.909,1456,"solo",98,95,-1,0,1487,0,4.508,0,0,1495,10,1447,0.7629,"0"
"1063a1abfada02","c9f27a05866e70","283345e5938dfd",0,0,0,0,0,0,72,0,0,0,0,1405,"solo",93,91,1578,0,108.9,0,0,0,0,286.1,3,0,0.2826,"0"
"c77fa6e5a100f0","305710e917cffc","45bea68237793e",1,0,244.8,0,0,0,19,0,2,1,141.2,1520,"solo",99,96,1565,0,0,0,0,0,0,2205,3,0,0.7245,"0"
"f9d2d7dbe0a1ca","e177b26e5e64fa","4f64d94b6ff577",0,0,0,0,0,0,77,0,0,0,0,1892,"solo",97,92,1497,0,0,0,0,0,0,158.3,1,0,0.1979,"0"
"427dde6b49d844","874bc46433ea1a","976e0a3e67af6a",0,0,0,0,0,0,7,0,0,0,0,1570,"solo",19,1,1500,0,0,0,0,0,0,0,10,0,0,"0"
"514fa8e4e24801","d7b828a21ffe99","75f6987a9fbcbc",0,0,23.22,0,0,0,46,1126,0,0,0,1883,"solo",96,92,-1,0,0,0,0,0,0,2415,8,1529,0.6737,"0"
"8612a8af008cdd","cc377bf0da4d3c","0a911229c648d3",0,0,0,0,0,0,57,0,0,0,0,1301,"solo",91,90,1627,0,0,0,0,0,0,268.7,4,0,0.5444,"0"
"454b36c3751173","9e1357a1a06d18","c5148aea38205f",1,3,487.6,0,4,0,5,0,4,1,233.3,1760,"solo",93,89,1489,0,2722,0,0,0,0,3403,5,0,0.8152,"0"
"b76d4e5cd9d6dc","7a976e8f381fb8","098351277f589d",0,0,246.3,0,1,0,15,0,2,2,55.16,2193,"solo",96,91,1613,0,5078,0,0,0,0,1634,6,0,0.6105,"0"
"4bddb44a2eb676","d9640377aea9ea","4e348880fcc071",0,4,100,0,0,1,31,0,1,1,15.82,1520,"solo",93,89,1488,0,680.7,0,2.601,0,0,1749,4,0,0.5652,"0"
"3693bf8768ed34","6db91ea22728ca","d61ad2c0a30c43",0,0,0,0,0,0,12,0,0,0,0,1471,"solo",16,1,1500,0,0,0,0,0,0,0,3,0,0,"0"
"6168aecc22d034","906c9c42213386","01cfd363fff3ca",0,0,0,0,0,0,85,0,0,0,0,1822,"solo",98,94,1460,0,0,0,0,0,0,31.9,4,0,0.1546,"0"
"57d119edd62f76","535573895f0f65","f3b675ecd0882c",0,0,88.92,0,0,1,74,1179,0,0,0,1892,"solo",88,84,-1,0,0,0,0,0,0,76.99,2,1501,0.1264,"0"
"1684df428c227a","48a08cbe44a793","229e1ec0191d3d",0,0,0,0,0,0,57,1029,0,0,0,1457,"solo",83,78,-1,0,0,0,0,0,0,329.4,6,1481,0.3415,"0"
"36b9cab4023084","6dc14136fbca05","a90d1f8aa6e73f",0,0,0,0,0,0,73,0,0,0,0,1390,"solo",95,90,1483,0,0,0,0,0,0,62.54,2,0,0.2128,"0"
"009ff3debf8a46","03ee4853b27a12","3d2de0a0fce33d",0,3,100,0,1,10,27,0,1,1,3.513,1930,"solo",97,91,1494,0,0,0,0,0,0,3016,7,0,0.8542,"0"
"61d435d6640bb9","96897735b1f6bd","96aa5fceff1622",0,0,27.94,0,0,0,51,0,0,0,0,1206,"solo",96,94,1500,0,0,0,0,0,0,314.8,2,0,0.8211,"0"
"a770cd8d124763","41c08509cad51a","2a9092e49c41f4",0,2,321.2,0,0,3,8,1549,4,1,51.87,1440,"solo",88,87,-1,0,0,0,0,0,0,1910,2,1706,0.7816,"0"
"ef5afde6789462","b3a09eff5c1796","f51049a3b0c492",0,1,0,0,0,0,72,0,0,0,0,1435,"solo",97,93,1500,0,0,0,0,0,0,71.22,5,0,0.2708,"0"
"fc394d6b39097b","74286e8592dc06","2dedca8ebc610f",0,3,141.1,0,0,10,22,0,1,1,43.97,1898,"solo",92,91,1535,0,0,0,0,0,0,4218,10,0,0.8901,"0"
"a958dd57b91f82","a9ac3944fa6672","3c0a4e102dac1b",0,2,348.2,0,0,2,7,1038,3,1,39.92,1974,"solo",88,86,-1,0,0,0,0,0,0,3223,4,1510,0.8621,"0"
"c201643f5c024d","7be01f0328ce95","39974ab19c9750",0,0,172.2,0,0,0,27,0,1,1,24.19,1362,"solo",97,94,1575,0,1622,0,0,0,0,911.6,6,0,0.6979,"0"
"9d7573b6626253","82462bddca2dd4","09030584ce227f",0,0,91.03,0,0,1,46,1232,0,0,0,1928,"solo",97,95,-1,0,6132,0,0,0,0,1679,3,1621,0.8854,"0"
"993dfdb71a454c","1e09f2998708d3","36e62e8c4f4cc8",0,0,38.7,0,0,0,70,1163,0,0,0,1888,"solo",97,94,-1,0,0,0,0,0,0,219.7,4,1513,0.3229,"0"
"93de2c0cd526de","3202330d264581","0bc1367e9b4625",0,1,100,0,0,0,28,0,1,1,0,1879,"solo",97,93,1496,0,0,0,0,0,0,2118,6,0,0.7917,"0"
"f40eed4a24236f","5ccfdba89c1475","f6cbf85ef3e181",0,1,194.1,0,1,1,15,1000,2,1,16.75,1921,"solo",91,88,-1,0,2962,0,0,0,0,792.8,6,1500,0.5889,"0"
"47186124edd41e","f41317c8528a66","25b7adbee43ec4",0,0,0,0,0,0,87,0,0,0,0,1962,"solo",97,94,1494,0,0,0,0,0,0,60.23,2,0,0.0938,"0"
"5362a4f1e2b1ef","e3f4f87d28a6ae","7b327764d5415a",0,1,102.1,0,0,2,32,0,1,1,49.36,1400,"solo",92,88,1540,0,0,0,0,0,0,1321,7,0,0.5604,"0"
"bee90c3b7208ca","508bfcb59c5fa8","ffc3f271fd52ae",0,1,158.8,0,0,0,40,1055,1,1,12.65,1845,"solo",96,95,-1,0,0,0,0,0,0,216.7,2,1486,0.2421,"0"
"36e7cb068a854b","f143254291f094","539ae38d3242fa",0,1,79.83,0,0,3,45,1000,0,0,0,1376,"solo",98,97,-1,0,0,0,0,0,0,2267,4,1500,0.866,"0"
"99b130bfb186bc","7f02511f7950fb","e1794a29727e41",0,0,0,0,0,0,81,253,0,0,0,1929,"solo",94,74,-1,0,0,0,0,0,0,0,0,677,0,"0"
"c0e5a91982e193","6f19e3c4658d16","6f460c6f7c1b4f",0,0,0,0,0,0,80,0,0,0,0,1968,"solo",94,92,1546,0,0,0,0,0,0,243.7,2,0,0.1505,"0"
"8b1b2535a0f4f9","9bfac25910f514","1d2c73e92822a4",0,2,200,0,0,0,21,1072,2,1,59.73,1499,"solo",98,96,-1,0,0,0,0,0,0,734.6,2,1502,0.5258,"0"
"0575b777218cb0","eca8d661958554","51c05369cffbc6",0,3,0,0,0,0,54,0,0,0,0,1480,"solo",97,95,1522,0,0,0,10.1,0,0,1570,4,0,0.6771,"0"
"ad460e65bce59b","3849ae825b9971","b26a243686c383",0,0,0,0,0,0,89,1028,0,0,0,1304,"solo",96,93,-1,0,0,0,0,0,0,15.84,1,1497,0.0737,"0"
"d86b40516b404e","03dc2fab8d3d03","a5009df28d62cd",0,0,186.7,0,0,1,34,0,1,1,36.78,1780,"solo",97,95,1598,0,0,0,0,0,0,519.5,4,0,0.4167,"0"
"434daaeb08b4a5","29f4f02071ba91","92f664492ea186",0,0,0,0,0,0,67,0,0,0,0,1971,"solo",95,92,1508,0,0,0,19.94,0,0,1004,4,0,0.3936,"0"
"d48ce0c1dad1b0","bbc890246f7af5","3a544dfaec7474",0,0,0,0,0,0,88,1258,0,0,0,1868,"solo",91,85,0,0,0,0,0,0,0,13.87,1,1437,0.0222,"0"
"0d89fe2d124d70","aac8483128f510","3a6ebeff215fd9",0,0,0,0,0,0,62,1000,0,0,0,1382,"solo",88,82,-1,0,0,0,0,0,0,196.6,1,1500,0.3333,"0"
"66ed36ca63aefd","74c1ef8e1b8b03","8065b2fb5e8a0d",0,0,0,0,0,0,55,0,0,0,0,1457,"solo",93,90,1500,0,0,0,0,0,0,548.8,3,0,0.5217,"0"
"3fe9988e1b549c","ed3f4aca1d5744","9e3e56a4fe3772",0,1,284,0,1,2,7,0,3,1,6.873,1928,"solo",90,84,1489,0,0,0,0,0,0,2275,4,0,0.764,"0"
"3eeced224777fe","09d7cb11285bad","9985cbe9514305",0,0,0,0,0,0,80,0,0,0,0,1385,"solo",97,92,1630,0,0,0,0,0,0,119.3,2,0,0.1458,"0"
"1e6e7ebc74ac2c","846d61248d596d","e439efa0cc879a",0,0,0,0,0,0,74,1415,0,0,0,1978,"solo",99,96,-1,0,0,0,0,0,0,123.6,6,1563,0.2959,"0"
"8bd9b6f44235a1","8d2fe10b053934","d0fbd1ffe459bd",0,0,0,0,0,0,68,1177,0,0,0,1762,"solo",81,76,-1,0,0,0,0,0,0,40.14,1,1503,0.1375,"0"
"1eb5ca6a0ae2dd","69944e654bd2c6","60bd2b2b689103",0,3,215.9,0,0,2,17,0,2,1,2.089,1888,"solo",96,94,1582,0,5985,0,0,0,0,787.5,7,0,0.6842,"0"
"fac155f4eaff43","e56f4434580fd7","1ba92e24552454",0,1,0,0,0,1,44,0,0,0,0,1388,"solo",89,86,1595,0,1919,0,9.539,0,0,896.9,5,0,0.8295,"0"
"17c5119ec4d1a4","f384940dc1b100","ff89e8be5d5373",0,4,0,0,0,15,46,0,0,0,0,1912,"solo",96,91,1551,0,0,0,0,0,0,2032,5,0,0.7895,"0"
"4961650c45425f","e64fc7921f0f6e","1f7f0721baec0c",0,8,149.9,0,0,0,27,0,1,1,3.891,1515,"solo",100,99,1493,0,0,0,0,0,0,2096,6,0,0.8788,"0"
"d918bca1d68ad0","224cb7b0b5cffb","bf7f340178f496",1,0,169.5,0,0,0,39,0,1,1,8.705,1976,"solo",93,92,1494,0,0,0,0,0,0,18.99,2,0,0.0544,"0"
"947bf0dc85f19b","553b5841a701e2","14c2e951e9949c",0,0,0,0,0,0,83,0,0,0,0,1764,"solo",96,92,1505,0,0,0,0,0,0,167.4,1,0,0.1579,"0"
"52d4b7c1db006c","3c020a64e68631","4f64d94b6ff577",0,0,121.3,0,0,0,35,0,1,1,3.161,1892,"solo",97,92,1509,0,8300,1,0,0,0,657.9,4,0,0.5521,"0"
